time,x_value,y_value,z_value
2023-10-18 01:58:35.534987,-0.3034669756889343,-0.4265049397945404,0.06338318437337875
2023-10-18 01:58:35.635589,0.16737954318523407,0.043276336044073105,-0.13901691138744354
2023-10-18 01:58:35.736192,0.1897500902414322,0.13701952993869781,0.04101264849305153
2023-10-18 01:58:35.836794,0.3410175144672394,0.21478378772735596,-0.11877689510583878
2023-10-18 01:58:35.937396,0.09600688517093658,0.07097318768501282,-0.14860427379608154
2023-10-18 01:58:36.037999,0.10133320093154907,-0.19960378110408783,-0.19973693788051605
2023-10-18 01:58:36.138600,0.10133320093154907,-0.219843789935112,-0.11345057934522629
2023-10-18 01:58:36.239203,-0.30772802233695984,-0.04620581120252609,-0.10599373281002045
2023-10-18 01:58:36.339805,-1.0438252687454224,0.012383690103888512,0.13475584983825684
2023-10-18 01:58:36.440408,0.12903006374835968,0.4438154697418213,-0.42131176590919495
2023-10-18 01:58:37.547036,-0.28429222106933594,-0.2475406378507614,0.38402754068374634
2023-10-18 01:58:37.647639,-0.05845634266734123,0.1380847990512848,0.1603221744298935
2023-10-18 01:58:37.748242,-0.10532794147729874,0.37137752771377563,-0.07829687744379044
2023-10-18 01:58:37.848844,-0.13302479684352875,-0.10053425282239914,-0.01225053146481514
2023-10-18 01:58:37.949447,0.02569948509335518,0.13169321417808533,-0.01225053146481514
2023-10-18 01:58:38.050050,0.02996053919196129,-0.11864373832941055,0.07190529257059097
2023-10-18 01:58:38.150652,0.06511423736810684,0.02197106182575226,0.05592634156346321
2023-10-18 01:58:38.251255,-0.057391077280044556,-0.03448791056871414,-0.08575372397899628
2023-10-18 01:58:38.351857,-0.03928159549832344,-0.14634059369564056,-0.10173267871141434
2023-10-18 01:58:38.452460,-0.04034686088562012,-0.30719539523124695,-0.1880190372467041
2023-10-18 01:58:38.553062,-0.04460791498422623,-0.3466101586818695,-0.08042740821838379
2023-10-18 01:58:38.653665,0.02569948509335518,0.14021532237529755,0.053795814514160156
2023-10-18 01:58:38.754268,-0.014780532568693161,-0.006791055668145418,-0.026098959147930145
2023-10-18 01:58:38.854870,-0.0456731803715229,0.02090579830110073,0.010120004415512085
2023-10-18 01:58:38.955473,0.047004759311676025,0.039015281945466995,-0.033555805683135986
2023-10-18 01:58:39.056076,0.02996053919196129,-0.028096329420804977,-0.002663159044459462
2023-10-18 01:58:39.156678,0.008655266836285591,-0.06325002759695053,-0.04846949502825737
2023-10-18 01:58:39.257281,0.18655429780483246,-0.36791542172431946,-0.3914843797683716
2023-10-18 01:58:39.357883,0.0033289489801973104,-1.6686023473739624,-0.7153245210647583
2023-10-18 01:58:39.458486,-0.04993423447012901,0.23076273500919342,-0.11984215676784515
2023-10-18 01:58:39.559089,0.23449115455150604,-0.5181176066398621,-0.06870950758457184
2023-10-18 01:58:39.659691,0.023568958044052124,-0.4691154658794403,-0.09640636295080185
2023-10-18 01:58:39.760294,0.007590003311634064,-0.3231743574142456,-0.10599373281002045
2023-10-18 01:58:39.860897,0.0011984215816482902,-0.19427745044231415,-0.08362319320440292
2023-10-18 01:58:39.961500,-0.07230477035045624,0.14767217636108398,-0.005858949851244688
2023-10-18 01:58:40.062103,-0.09041424840688705,0.21904483437538147,-0.005858949851244688
2023-10-18 01:58:40.162705,-0.057391077280044556,0.11251847445964813,0.010120004415512085
2023-10-18 01:58:40.263308,-0.020106852054595947,0.08908267319202423,-0.0708400309085846
2023-10-18 01:58:40.363911,-0.16604797542095184,0.2605901062488556,-0.25726115703582764
2023-10-18 01:58:40.464514,0.06298371404409409,0.5013396739959717,-0.4468781054019928
2023-10-18 01:58:40.565116,-0.41958072781562805,0.6057355403900146,-0.44581282138824463
2023-10-18 01:58:40.665719,0.10985531657934189,-0.07709845900535583,-0.08255793154239655
2023-10-18 01:58:40.766322,0.18655429780483246,0.2925480306148529,0.37017911672592163
2023-10-18 01:58:40.866924,0.07363634556531906,0.8997483253479004,-0.38828858733177185
2023-10-18 01:58:40.967527,-0.6976145505905151,0.5727123618125916,-0.5352949500083923
2023-10-18 01:58:41.068130,0.1748363971710205,-0.4169175624847412,-0.05699160322546959
2023-10-18 01:58:41.168732,-0.05206476151943207,0.5290365815162659,0.009054740890860558
2023-10-18 01:58:41.269335,-0.18415744602680206,0.30426591634750366,0.23382537066936493
2023-10-18 01:58:41.369937,-0.5761744976043701,-0.8877640962600708,0.23915168642997742
2023-10-18 01:58:41.470540,-0.1490037590265274,0.6440850496292114,-0.07190529257059097
2023-10-18 01:58:41.571143,-1.7607476711273193,0.5769734382629395,0.8399603962898254
2023-10-18 01:58:41.671745,-0.61878502368927,-0.727974534034729,0.7526087760925293
2023-10-18 01:58:41.772348,-0.8755135536193848,-0.5948165655136108,-0.9912278056144714
2023-10-18 01:58:41.872950,-0.2661827504634857,-0.7684545516967773,0.35100436210632324
2023-10-18 01:58:41.973553,0.04487423226237297,-0.15166690945625305,1.574992299079895
2023-10-18 01:58:42.074156,-0.07017423957586288,-0.6811029314994812,2.161952495574951
2023-10-18 01:58:42.174758,-0.5633913278579712,1.4899044036865234,1.8072197437286377
2023-10-18 01:58:42.275361,0.46565335988998413,0.047537390142679214,1.788045048713684
2023-10-18 01:58:42.375963,-0.37803542613983154,2.5722122192382812,0.1315600574016571
2023-10-18 01:58:42.476566,0.7500787377357483,2.187652111053467,-0.15606112778186798
2023-10-18 01:58:42.577169,2.1434435844421387,0.9466199278831482,0.21571588516235352
2023-10-18 01:58:42.677771,0.22383852303028107,0.5652555227279663,-1.9542261362075806
2023-10-18 01:58:42.778374,1.6992286443710327,1.2970916032791138,-2.2791316509246826
2023-10-18 01:58:42.878977,0.9929588437080383,0.964729368686676,-1.9702050685882568
2023-10-18 01:58:42.979579,0.5242428779602051,0.9072051644325256,-1.1201246976852417
2023-10-18 01:58:43.080182,0.2227732539176941,0.872051477432251,-1.1797795295715332
2023-10-18 01:58:43.180784,-0.22144168615341187,0.4065312445163727,-0.8442214131355286
2023-10-18 01:58:43.281387,-1.1354378461837769,0.7250450849533081,-0.11345057934522629
